panID	best_hit_s288c	type	Note
1797-YAL028W	YAL028W	ORF based on ref genome	
1798-YAL029C	YAL029C	ORF based on ref genome	
1799-YAL030W	YAL030W	ORF based on ref genome	
1800-YAL031C	YAL031C	ORF based on ref genome	
1801-YAL031W-A	YAL031W-A	ORF based on ref genome	
1802-YAL032C	YAL032C	ORF based on ref genome	
1803-YAL033W	YAL033W	ORF based on ref genome	
1804-YAL034C	YAL034C	ORF based on ref genome	
1805-YAL034C-B	YAL034C-B	ORF based on ref genome	
1806-YAL034W-A	YAL034W-A	ORF based on ref genome	
1807-YAL035W	YAL035W	ORF based on ref genome	
1808-YAL036C	YAL036C	ORF based on ref genome	
1809-YAL037C-A	YAL037C-A	ORF based on ref genome	
1810-YAL037W	YAL037W	ORF based on ref genome	
1811-YAL038W_NumOfGenes_2	YAL038W	ORF based on ref genome	
1812-YAL039C	YAL039C	ORF based on ref genome	
1813-YAL040C	YAL040C	ORF based on ref genome	
1814-YAL041W	YAL041W	ORF based on ref genome	
1815-YAL042W_NumOfGenes_2	YAL042W	ORF based on ref genome	
1816-YAL043C	YAL043C	ORF based on ref genome	
1817-YAL044C	YAL044C	ORF based on ref genome	
1818-YAL044W-A_NumOfGenes_2	YAL044W-A	ORF based on ref genome	
1819-YAL046C	YAL046C	ORF based on ref genome	
1820-YAL047C	YAL047C	ORF based on ref genome	
1821-YAL047W-A	YAL047W-A	ORF based on ref genome	
1822-YAL048C	YAL048C	ORF based on ref genome	
1823-YAL049C	YAL049C	ORF based on ref genome	
1824-YAL051W	YAL051W	ORF based on ref genome	
1825-YAL053W	YAL053W	ORF based on ref genome	
1826-YAL054C	YAL054C	ORF based on ref genome	
1827-YAL055W	YAL055W	ORF based on ref genome	
1828-YAL056W	YAL056W	ORF based on ref genome	
1829-YAL058W_NumOfGenes_2	YAL058W	ORF based on ref genome	
1830-YAL059W_NumOfGenes_3	YAL059W	ORF based on ref genome	
1831-YAL060W	YAL060W	ORF based on ref genome	
1832-YAL061W_NumOfGenes_2	YAL061W	ORF based on ref genome	
1833-YAL062W_NumOfGenes_2	YAL062W	ORF based on ref genome	
1834-YAL063C	YAL063C	ORF based on ref genome	
1835-YAL063C-A	YAL063C-A	ORF based on ref genome	
1836-YAL064C-A_NumOfGenes_2	YAL064C-A	ORF based on ref genome	
1837-YAL064W	YAL064W	ORF based on ref genome	
1838-YAL064W-B	YAL064W-B	ORF based on ref genome	
1839-YAL065C_NumOfGenes_2	YAL065C	ORF based on ref genome	
1840-YAL066W	YAL066W	ORF based on ref genome	
1841-YAL067C	YAL067C	ORF based on ref genome	
1842-YAL068W-A	YAL068W-A	ORF based on ref genome	
1843-YAL069W	YAL069W	ORF based on ref genome	
1844-YAR002C-A	YAR002C-A	ORF based on ref genome	
1845-YAR002W	YAR002W	ORF based on ref genome	
1846-YAR003W	YAR003W	ORF based on ref genome	
1847-YAR007C	YAR007C	ORF based on ref genome	
1848-YAR008W	YAR008W	ORF based on ref genome	
1849-YAR014C	YAR014C	ORF based on ref genome	
1850-YAR015W	YAR015W	ORF based on ref genome	
1851-YAR018C	YAR018C	ORF based on ref genome	
1852-YAR019C	YAR019C	ORF based on ref genome	
1853-YAR019W-A	YAR019W-A	ORF based on ref genome	
1854-YAR023C_NumOfGenes_2	YAR023C	ORF based on ref genome	
1855-YAR027W	YAR027W	ORF based on ref genome	
1856-YAR028W_NumOfGenes_2	YAR028W	ORF based on ref genome	
1857-YAR029W	YAR029W	ORF based on ref genome	
1858-YAR030C	YAR030C	ORF based on ref genome	
1859-YAR031W	YAR031W	ORF based on ref genome	
1860-YAR035C-A	YAR035C-A	ORF based on ref genome	
1861-YAR035W_NumOfGenes_2	YAR035W	ORF based on ref genome	
1862-YAR042W	YAR042W	ORF based on ref genome	
1863-YAR047C	YAR047C	ORF based on ref genome	
1864-YAR050W_NumOfGenes_3	YAR050W	ORF based on ref genome	
1865-YAR053W	YAR053W	ORF based on ref genome	
1866-YAR060C_NumOfGenes_2	YAR060C	ORF based on ref genome	
1867-YAR066W_NumOfGenes_3	YAR066W	ORF based on ref genome	
1868-YAR068W_NumOfGenes_3	YAR068W	ORF based on ref genome	
1869-YAR070C_NumOfGenes_2	YAR070C	ORF based on ref genome	
1870-YBL001C	YBL001C	ORF based on ref genome	
1871-YBL002W	YBL002W	ORF based on ref genome	
1872-YBL003C	YBL003C	ORF based on ref genome	
1873-YBL004W	YBL004W	ORF based on ref genome	
1874-YBL005W	YBL005W	ORF based on ref genome	
1875-YBL006C_NumOfGenes_2	YBL006C	ORF based on ref genome	
1876-YBL007C	YBL007C	ORF based on ref genome	
1877-YBL008W	YBL008W	ORF based on ref genome	
1878-YBL008W-A	YBL008W-A	ORF based on ref genome	
1879-YBL009W	YBL009W	ORF based on ref genome	
1880-YBL010C	YBL010C	ORF based on ref genome	
1881-YBL011W	YBL011W	ORF based on ref genome	
1882-YBL012C	YBL012C	ORF based on ref genome	
1883-YBL013W	YBL013W	ORF based on ref genome	
1884-YBL014C	YBL014C	ORF based on ref genome	
1885-YBL015W	YBL015W	ORF based on ref genome	
1886-YBL016W	YBL016W	ORF based on ref genome	
1887-YBL017C_NumOfGenes_2	YBL017C	ORF based on ref genome	
1888-YBL018C	YBL018C	ORF based on ref genome	
1889-YBL019W	YBL019W	ORF based on ref genome	
1890-YBL020W	YBL020W	ORF based on ref genome	
1891-YBL021C	YBL021C	ORF based on ref genome	
1892-YBL022C	YBL022C	ORF based on ref genome	
1893-YBL023C_NumOfGenes_2	YBL023C	ORF based on ref genome	
1894-YBL024W_NumOfGenes_2	YBL024W	ORF based on ref genome	
1895-YBL025W_NumOfGenes_2	YBL025W	ORF based on ref genome	
1896-YBL026W_NumOfGenes_2	YBL026W	ORF based on ref genome	
1897-YBL027W_NumOfGenes_2	YBL027W	ORF based on ref genome	
1898-YBL028C_NumOfGenes_2	YBL028C	ORF based on ref genome	
1899-YBL029C-A_NumOfGenes_2	YBL029C-A	ORF based on ref genome	
1900-YBL029W_NumOfGenes_2	YBL029W	ORF based on ref genome	
1901-YBL030C_NumOfGenes_2	YBL030C	ORF based on ref genome	
1902-YBL031W_NumOfGenes_2	YBL031W	ORF based on ref genome	
1903-YBL032W_NumOfGenes_2	YBL032W	ORF based on ref genome	
1904-YBL033C_NumOfGenes_2	YBL033C	ORF based on ref genome	
1905-YBL034C_NumOfGenes_2	YBL034C	ORF based on ref genome	
1906-YBL035C_NumOfGenes_2	YBL035C	ORF based on ref genome	
1907-YBL036C_NumOfGenes_2	YBL036C	ORF based on ref genome	
1908-YBL037W_NumOfGenes_2	YBL037W	ORF based on ref genome	
1909-YBL038W_NumOfGenes_2	YBL038W	ORF based on ref genome	
1910-YBL039C_NumOfGenes_3	YBL039C	ORF based on ref genome	
1911-YBL039W-B	YBL039W-B	ORF based on ref genome	
1912-YBL040C_NumOfGenes_2	YBL040C	ORF based on ref genome	
1913-YBL041W_NumOfGenes_2	YBL041W	ORF based on ref genome	
1914-YBL042C_NumOfGenes_2	YBL042C	ORF based on ref genome	
1915-YBL043W_NumOfGenes_2	YBL043W	ORF based on ref genome	
1916-YBL044W	YBL044W	ORF based on ref genome	
1917-YBL045C_NumOfGenes_2	YBL045C	ORF based on ref genome	
1918-YBL046W_NumOfGenes_2	YBL046W	ORF based on ref genome	
1919-YBL047C_NumOfGenes_2	YBL047C	ORF based on ref genome	
1920-YBL048W	YBL048W	ORF based on ref genome	
1921-YBL049W_NumOfGenes_2	YBL049W	ORF based on ref genome	
1922-YBL050W_NumOfGenes_2	YBL050W	ORF based on ref genome	
1923-YBL051C_NumOfGenes_2	YBL051C	ORF based on ref genome	
1924-YBL052C_NumOfGenes_3	YBL052C	ORF based on ref genome	
1925-YBL054W_NumOfGenes_2	YBL054W	ORF based on ref genome	
1926-YBL055C_NumOfGenes_2	YBL055C	ORF based on ref genome	
1927-YBL056W_NumOfGenes_2	YBL056W	ORF based on ref genome	
1928-YBL057C_NumOfGenes_2	YBL057C	ORF based on ref genome	
1929-YBL058W_NumOfGenes_2	YBL058W	ORF based on ref genome	
1930-YBL059C-A_NumOfGenes_2	YBL059C-A	ORF based on ref genome	
1931-YBL059W	YBL059W	ORF based on ref genome	
1932-YBL060W_NumOfGenes_2	YBL060W	ORF based on ref genome	
1933-YBL061C_NumOfGenes_3	YBL061C	ORF based on ref genome	
1934-YBL063W_NumOfGenes_2	YBL063W	ORF based on ref genome	
1935-YBL064C	YBL064C	ORF based on ref genome	
1936-YBL065W	YBL065W	ORF based on ref genome	
1937-YBL066C	YBL066C	ORF based on ref genome	
1938-YBL067C	YBL067C	ORF based on ref genome	
1939-YBL068W	YBL068W	ORF based on ref genome	
1940-YBL069W_NumOfGenes_2	YBL069W	ORF based on ref genome	
1941-YBL070C	YBL070C	ORF based on ref genome	
1942-YBL071C	YBL071C	ORF based on ref genome	
1943-YBL071C-B	YBL071C-B	ORF based on ref genome	
1944-YBL071W-A	YBL071W-A	ORF based on ref genome	
1945-YBL073W	YBL073W	ORF based on ref genome	
1946-YBL074C	YBL074C	ORF based on ref genome	
1947-YBL075C	YBL075C	ORF based on ref genome	
1948-YBL076C	YBL076C	ORF based on ref genome	
1949-YBL077W	YBL077W	ORF based on ref genome	
1950-YBL078C	YBL078C	ORF based on ref genome	
1951-YBL079W	YBL079W	ORF based on ref genome	
1952-YBL080C	YBL080C	ORF based on ref genome	
1953-YBL081W	YBL081W	ORF based on ref genome	
1954-YBL082C_NumOfGenes_2	YBL082C	ORF based on ref genome	
1955-YBL084C	YBL084C	ORF based on ref genome	
1956-YBL085W	YBL085W	ORF based on ref genome	
1957-YBL086C	YBL086C	ORF based on ref genome	
1958-YBL087C	YBL087C	ORF based on ref genome	
1959-YBL088C	YBL088C	ORF based on ref genome	
1960-YBL089W	YBL089W	ORF based on ref genome	
1961-YBL090W	YBL090W	ORF based on ref genome	
1962-YBL091C	YBL091C	ORF based on ref genome	
1963-YBL091C-A	YBL091C-A	ORF based on ref genome	
1964-YBL092W	YBL092W	ORF based on ref genome	
1965-YBL093C	YBL093C	ORF based on ref genome	
1966-YBL095W_NumOfGenes_2	YBL095W	ORF based on ref genome	
1967-YBL096C	YBL096C	ORF based on ref genome	
1968-YBL097W	YBL097W	ORF based on ref genome	
1969-YBL098W	YBL098W	ORF based on ref genome	
1970-YBL099W_NumOfGenes_2	YBL099W	ORF based on ref genome	
1971-YBL100W-C	YBL100W-C	ORF based on ref genome	
1972-YBL101C	YBL101C	ORF based on ref genome	
1973-YBL102W	YBL102W	ORF based on ref genome	
1974-YBL103C	YBL103C	ORF based on ref genome	
1975-YBL104C	YBL104C	ORF based on ref genome	
1976-YBL105C	YBL105C	ORF based on ref genome	
1977-YBL106C	YBL106C	ORF based on ref genome	
1978-YBL107C	YBL107C	ORF based on ref genome	
1979-YBL108C-A_NumOfGenes_18	YBL108C-A	ORF based on ref genome	
1980-YBL108W	YBL108W	ORF based on ref genome	
1981-YBL109W	YBL109W	ORF based on ref genome	
1982-YBR001C	YBR001C	ORF based on ref genome	
1983-YBR002C	YBR002C	ORF based on ref genome	
1984-YBR003W	YBR003W	ORF based on ref genome	
1985-YBR004C	YBR004C	ORF based on ref genome	
1986-YBR005W	YBR005W	ORF based on ref genome	
1987-YBR006W	YBR006W	ORF based on ref genome	
1988-YBR007C	YBR007C	ORF based on ref genome	
1989-YBR008C	YBR008C	ORF based on ref genome	
1990-YBR009C_NumOfGenes_2	YBR009C	ORF based on ref genome	
1991-YBR010W	YBR010W	ORF based on ref genome	
1992-YBR011C	YBR011C	ORF based on ref genome	
1993-YBR012C	YBR012C	ORF based on ref genome	
1994-YBR013C	YBR013C	ORF based on ref genome	
1995-YBR014C	YBR014C	ORF based on ref genome	
1996-YBR015C	YBR015C	ORF based on ref genome	
1997-YBR016W	YBR016W	ORF based on ref genome	
1998-YBR017C	YBR017C	ORF based on ref genome	
1999-YBR018C	YBR018C	ORF based on ref genome	
2000-YBR019C	YBR019C	ORF based on ref genome	
2001-YBR020W	YBR020W	ORF based on ref genome	
2002-YBR021W	YBR021W	ORF based on ref genome	
2003-YBR022W	YBR022W	ORF based on ref genome	
2004-YBR023C	YBR023C	ORF based on ref genome	
2005-YBR024W	YBR024W	ORF based on ref genome	
2006-YBR025C	YBR025C	ORF based on ref genome	
2007-YBR026C	YBR026C	ORF based on ref genome	
2008-YBR027C	YBR027C	ORF based on ref genome	
2009-YBR028C	YBR028C	ORF based on ref genome	
2010-YBR029C	YBR029C	ORF based on ref genome	
2011-YBR030W	YBR030W	ORF based on ref genome	
2012-YBR032W	YBR032W	ORF based on ref genome	
2013-YBR033W	YBR033W	ORF based on ref genome	
2014-YBR034C	YBR034C	ORF based on ref genome	
2015-YBR035C	YBR035C	ORF based on ref genome	
2016-YBR036C	YBR036C	ORF based on ref genome	
2017-YBR037C	YBR037C	ORF based on ref genome	
2018-YBR038W_NumOfGenes_2	YBR038W	ORF based on ref genome	
2019-YBR039W_NumOfGenes_2	YBR039W	ORF based on ref genome	
2020-YBR040W	YBR040W	ORF based on ref genome	
2021-YBR041W	YBR041W	ORF based on ref genome	
2022-YBR042C	YBR042C	ORF based on ref genome	
2023-YBR043C	YBR043C	ORF based on ref genome	
2024-YBR044C	YBR044C	ORF based on ref genome	
2025-YBR045C_NumOfGenes_2	YBR045C	ORF based on ref genome	
2026-YBR046C	YBR046C	ORF based on ref genome	
2027-YBR047W	YBR047W	ORF based on ref genome	
2028-YBR048W_NumOfGenes_2	YBR048W	ORF based on ref genome	
2029-YBR049C	YBR049C	ORF based on ref genome	
2030-YBR050C	YBR050C	ORF based on ref genome	
2031-YBR051W	YBR051W	ORF based on ref genome	
2032-YBR052C	YBR052C	ORF based on ref genome	
2033-YBR053C	YBR053C	ORF based on ref genome	
2034-YBR054W	YBR054W	ORF based on ref genome	
2035-YBR055C	YBR055C	ORF based on ref genome	
2036-YBR056W	YBR056W	ORF based on ref genome	
2037-YBR056W-A_NumOfGenes_2	YBR056W-A	ORF based on ref genome	
2038-YBR057C	YBR057C	ORF based on ref genome	
2039-YBR058C	YBR058C	ORF based on ref genome	
2040-YBR058C-A	YBR058C-A	ORF based on ref genome	
2041-YBR059C	YBR059C	ORF based on ref genome	
2042-YBR060C	YBR060C	ORF based on ref genome	
2043-YBR061C	YBR061C	ORF based on ref genome	
2044-YBR062C	YBR062C	ORF based on ref genome	
2045-YBR063C_NumOfGenes_2	YBR063C	ORF based on ref genome	
2046-YBR065C	YBR065C	ORF based on ref genome	
2047-YBR066C	YBR066C	ORF based on ref genome	
2048-YBR067C	YBR067C	ORF based on ref genome	
2049-YBR069C_NumOfGenes_3	YBR069C	ORF based on ref genome	
2050-YBR070C_NumOfGenes_2	YBR070C	ORF based on ref genome	
2051-YBR071W_NumOfGenes_2	YBR071W	ORF based on ref genome	
2052-YBR072C-A	YBR072C-A	ORF based on ref genome	
2053-YBR072W_NumOfGenes_2	YBR072W	ORF based on ref genome	
2054-YBR073W	YBR073W	ORF based on ref genome	
2055-YBR074W	YBR074W	ORF based on ref genome	
2056-YBR076C-A	YBR076C-A	ORF based on ref genome	
2057-YBR076W	YBR076W	ORF based on ref genome	
2058-YBR077C	YBR077C	ORF based on ref genome	
2059-YBR078W	YBR078W	ORF based on ref genome	
2060-YBR079C	YBR079C	ORF based on ref genome	
2061-YBR080C	YBR080C	ORF based on ref genome	
2062-YBR081C	YBR081C	ORF based on ref genome	
2063-YBR082C	YBR082C	ORF based on ref genome	
2064-YBR083W	YBR083W	ORF based on ref genome	
2065-YBR084C-A	YBR084C-A	ORF based on ref genome	
2066-YBR084W	YBR084W	ORF based on ref genome	
2067-YBR085C-A	YBR085C-A	ORF based on ref genome	
2068-YBR085W	YBR085W	ORF based on ref genome	
2069-YBR086C	YBR086C	ORF based on ref genome	
2070-YBR087W	YBR087W	ORF based on ref genome	
2071-YBR088C_NumOfGenes_2	YBR088C	ORF based on ref genome	
2072-YBR089C-A	YBR089C-A	ORF based on ref genome	
2073-YBR090C	YBR090C	ORF based on ref genome	
2074-YBR091C_NumOfGenes_2	YBR091C	ORF based on ref genome	
2075-YBR092C	YBR092C	ORF based on ref genome	
2076-YBR093C	YBR093C	ORF based on ref genome	
2077-YBR094W	YBR094W	ORF based on ref genome	
2078-YBR095C	YBR095C	ORF based on ref genome	
2079-YBR096W	YBR096W	ORF based on ref genome	
2080-YBR097W	YBR097W	ORF based on ref genome	
2081-YBR098W_NumOfGenes_2	YBR098W	ORF based on ref genome	
2082-YBR101C	YBR101C	ORF based on ref genome	
2083-YBR102C	YBR102C	ORF based on ref genome	
2084-YBR103C-A	YBR103C-A	ORF based on ref genome	
2085-YBR103W	YBR103W	ORF based on ref genome	
2086-YBR104W	YBR104W	ORF based on ref genome	
2087-YBR105C	YBR105C	ORF based on ref genome	
2088-YBR106W	YBR106W	ORF based on ref genome	
2089-YBR107C	YBR107C	ORF based on ref genome	
2090-YBR108W	YBR108W	ORF based on ref genome	
2091-YBR109C	YBR109C	ORF based on ref genome	
2092-YBR109W-A	YBR109W-A	ORF based on ref genome	
2093-YBR110W	YBR110W	ORF based on ref genome	
2094-YBR111C	YBR111C	ORF based on ref genome	
2095-YBR111W-A	YBR111W-A	ORF based on ref genome	
2096-YBR112C	YBR112C	ORF based on ref genome	
2097-YBR113W	YBR113W	ORF based on ref genome	
2098-YBR114W	YBR114W	ORF based on ref genome	
2099-YBR115C	YBR115C	ORF based on ref genome	
2100-YBR116C	YBR116C	ORF based on ref genome	
2101-YBR117C	YBR117C	ORF based on ref genome	
2102-YBR119W	YBR119W	ORF based on ref genome	
2103-YBR120C	YBR120C	ORF based on ref genome	
2104-YBR121C_NumOfGenes_2	YBR121C	ORF based on ref genome	
2105-YBR122C	YBR122C	ORF based on ref genome	
2106-YBR123C	YBR123C	ORF based on ref genome	
2107-YBR124W	YBR124W	ORF based on ref genome	
2108-YBR125C	YBR125C	ORF based on ref genome	
2109-YBR126C	YBR126C	ORF based on ref genome	
2110-YBR126W-A_NumOfGenes_2	YBR126W-A	ORF based on ref genome	
2111-YBR127C	YBR127C	ORF based on ref genome	
2112-YBR128C	YBR128C	ORF based on ref genome	
2113-YBR129C	YBR129C	ORF based on ref genome	
2114-YBR130C	YBR130C	ORF based on ref genome	
2115-YBR131W_NumOfGenes_2	YBR131W	ORF based on ref genome	
2116-YBR132C	YBR132C	ORF based on ref genome	
2117-YBR133C	YBR133C	ORF based on ref genome	
2118-YBR134W	YBR134W	ORF based on ref genome	
2119-YBR135W	YBR135W	ORF based on ref genome	
2120-YBR136W	YBR136W	ORF based on ref genome	
2121-YBR137W	YBR137W	ORF based on ref genome	
2122-YBR138C	YBR138C	ORF based on ref genome	
2123-YBR139W	YBR139W	ORF based on ref genome	
2124-YBR140C	YBR140C	ORF based on ref genome	
2125-YBR141C_NumOfGenes_2	YBR141C	ORF based on ref genome	
2126-YBR142W	YBR142W	ORF based on ref genome	
2127-YBR143C	YBR143C	ORF based on ref genome	
2128-YBR144C	YBR144C	ORF based on ref genome	
2129-YBR145W	YBR145W	ORF based on ref genome	
2130-YBR146W	YBR146W	ORF based on ref genome	
2131-YBR147W	YBR147W	ORF based on ref genome	
2132-YBR148W	YBR148W	ORF based on ref genome	
2133-YBR149W	YBR149W	ORF based on ref genome	
2134-YBR150C	YBR150C	ORF based on ref genome	
2135-YBR151W	YBR151W	ORF based on ref genome	
2136-YBR152W	YBR152W	ORF based on ref genome	
2137-YBR153W	YBR153W	ORF based on ref genome	
2138-YBR154C	YBR154C	ORF based on ref genome	
2139-YBR155W	YBR155W	ORF based on ref genome	
2140-YBR156C	YBR156C	ORF based on ref genome	
2141-YBR157C	YBR157C	ORF based on ref genome	
2142-YBR158W	YBR158W	ORF based on ref genome	
2143-YBR159W	YBR159W	ORF based on ref genome	
2144-YBR160W	YBR160W	ORF based on ref genome	
2145-YBR161W	YBR161W	ORF based on ref genome	
2146-YBR162C	YBR162C	ORF based on ref genome	
2147-YBR162W-A	YBR162W-A	ORF based on ref genome	
2148-YBR163W	YBR163W	ORF based on ref genome	
2149-YBR164C	YBR164C	ORF based on ref genome	
2150-YBR165W	YBR165W	ORF based on ref genome	
2151-YBR166C	YBR166C	ORF based on ref genome	
2152-YBR167C	YBR167C	ORF based on ref genome	
2153-YBR168W	YBR168W	ORF based on ref genome	
2154-YBR169C	YBR169C	ORF based on ref genome	
2155-YBR170C	YBR170C	ORF based on ref genome	
2156-YBR171W	YBR171W	ORF based on ref genome	
2157-YBR172C	YBR172C	ORF based on ref genome	
2158-YBR173C	YBR173C	ORF based on ref genome	
2159-YBR175W_NumOfGenes_2	YBR175W	ORF based on ref genome	
2160-YBR176W	YBR176W	ORF based on ref genome	
2161-YBR177C	YBR177C	ORF based on ref genome	
2162-YBR178W	YBR178W	ORF based on ref genome	
2163-YBR179C	YBR179C	ORF based on ref genome	
2164-YBR180W	YBR180W	ORF based on ref genome	
2165-YBR181C	YBR181C	ORF based on ref genome	
2166-YBR182C	YBR182C	ORF based on ref genome	
